division,title_fight,method,finish_round,match_time_sec,total_rounds,r_name,r_wins,r_losses,r_draws,r_height,r_weight,r_reach,r_stance,r_dob,r_splm,r_str_acc,r_sapm,r_str_def,r_td_avg,r_td_avg_acc,r_td_def,r_sub_avg,b_name,b_wins,b_losses,b_draws,b_height,b_weight,b_reach,b_stance,b_dob,b_splm,b_str_acc,b_sapm,b_str_def,b_td_avg,b_td_avg_acc,b_td_def,b_sub_avg,winner
middleweight,1,Decision - Unanimous,5,300,5,Michael Bisping,30,9,0,185.42,83.91,190.5,Orthodox,1979-02-28,4.33,38,2.71,65,1.05,43,63,0.3,Dan Henderson,32,15,0,180.34,83.91,187.96,Orthodox,1970-08-24,2.44,47,2.7,51,1.52,52,57,0.3,Michael Bisping
featherweight,0,Submission,1,262,3,Mirsad Bektic,13,4,0,172.72,65.77,177.8,Orthodox,1991-02-16,2.43,41,1.8,57,3.98,52,92,0.4,Russell Doane,15,8,0,170.18,61.23,177.8,Orthodox,1986-08-13,1.75,40,1.68,53,2.11,45,52,0.8,Mirsad Bektic
bantamweight,0,Submission,1,119,3,Brad Pickett,25,14,0,167.64,61.23,172.72,Orthodox,1978-09-24,3.02,31,4.63,55,2.47,44,58,0.4,Iuri Alcantara,35,10,0,175.26,61.23,180.34,Southpaw,1980-08-04,2.72,45,2.79,49,1.44,62,60,0.8,Iuri Alcantara
welterweight,0,KO/TKO,3,280,3,Danny Roberts,18,8,0,185.42,77.11,187.96,Southpaw,1987-07-14,3.18,39,3.73,50,0.24,9,57,0.2,Mike Perry,14,8,0,177.8,77.11,180.34,Orthodox,1991-09-15,4.32,47,5.16,52,0.81,40,78,0.2,Mike Perry
bantamweight,0,Submission,3,176,3,Davey Grant,16,7,0,172.72,61.23,175.26,Orthodox,1985-12-18,5.25,44,3.89,55,1.14,40,61,0.2,Damian Stasiak,10,6,0,165.1,61.23,177.8,Orthodox,1990-02-20,1.86,36,3.1,52,2.64,35,43,0.6,Damian Stasiak
lightweight,0,KO/TKO,2,280,3,Lukasz Sajewski,13,3,0,172.72,70.31,180.34,Orthodox,1990-11-27,2.06,35,3.88,57,1.01,25,66,0,Marc Diakiese,17,7,0,177.8,70.31,185.42,Orthodox,1993-03-16,2.54,40,2.64,52,3.29,43,66,0,Marc Diakiese
welterweight,0,Submission,3,181,3,Leon Edwards,22,5,0,187.96,77.11,187.96,Southpaw,1991-08-25,2.62,54,2.42,53,1.18,36,63,0.4,Albert Tumenov,18,4,0,180.34,77.11,185.42,Orthodox,1991-12-26,3.76,42,3.34,58,0.2,20,75,0,Leon Edwards
lightweight,0,KO/TKO,1,95,5,Dustin Poirier,30,9,0,175.26,70.31,182.88,Southpaw,1989-01-19,5.3,50,4.33,52,1.24,36,64,1.3,Michael Johnson,24,19,0,177.8,70.31,185.42,Southpaw,1986-06-04,4.23,39,3.8,58,0.61,40,81,0,Michael Johnson
lightweight,0,Decision - Unanimous,3,300,3,Chris Wade,12,3,0,177.8,70.31,177.8,Orthodox,1987-09-30,1.7,53,1.75,51,2.6,51,55,1.1,Islam Makhachev,27,1,0,177.8,70.31,177.8,Southpaw,1991-10-27,2.63,58,1.55,61,3.2,53,90,1.1,Islam Makhachev
middleweight,0,KO/TKO,1,101,3,Uriah Hall,18,11,0,182.88,83.91,200.66,Orthodox,1984-07-31,3.23,48,3.85,54,0.54,38,64,0.1,Derek Brunson,23,9,0,185.42,83.91,195.58,Southpaw,1984-01-04,3.51,47,3.05,51,3.14,33,85,0.6,Derek Brunson
lightweight,0,Decision - Split,3,300,3,Leonardo Santos,18,7,1,182.88,70.31,190.5,Orthodox,1980-02-05,2.82,46,3.4,54,0.88,25,86,0.2,Adriano Martins,28,9,0,177.8,70.31,182.88,Southpaw,1982-12-16,1.8,38,2.14,65,0.83,80,81,0.4,Leonardo Santos
lightweight,0,Decision - Unanimous,3,300,3,Evan Dunham,18,9,1,177.8,70.31,177.8,Southpaw,1981-12-18,5.33,39,3.54,61,1.82,33,79,1,Ricky Glenn,22,9,2,182.88,77.11,177.8,Southpaw,1989-04-12,3.79,42,4.3,51,0.72,13,69,0.4,Evan Dunham
featherweight,0,Submission,2,80,3,Gabriel Benitez,23,13,0,172.72,70.31,180.34,Southpaw,1988-06-15,5.26,41,4.49,63,0.22,50,55,0.9,Sam Sicilia,15,8,0,172.72,65.77,170.18,Orthodox,1986-02-01,2.46,33,3.55,59,1.45,43,70,0.9,Gabriel Benitez
featherweight,0,Submission,1,19,3,Chas Skelly,19,3,0,180.34,65.77,182.88,Orthodox,1985-05-11,2.01,40,3.21,49,1.74,34,39,2.3,Maximo Blanco,12,8,1,172.72,65.77,180.34,Orthodox,1983-10-16,4.11,44,3.19,66,1.85,36,63,0.3,Chas Skelly
welterweight,0,KO/TKO,3,259,3,Augusto Montano,15,3,0,185.42,77.11,185.42,Orthodox,1984-10-25,3.46,46,2.66,56,0,0,66,0,Belal Muhammad,24,4,0,180.34,77.11,182.88,Orthodox,1988-07-09,4.46,43,3.78,55,2.24,38,90,0.1,Belal Muhammad
catch weight,0,KO/TKO,2,149,5,Cristiane Justino,21,2,0,172.72,65.77,172.72,Orthodox,1985-07-09,7.28,52,2.25,64,0.66,55,94,0.4,Lina Lansberg,10,8,0,170.18,61.23,165.1,Orthodox,1982-03-13,2.69,55,3.87,44,0.52,27,47,0.1,Cristiane Justino
middleweight,0,Submission,3,286,3,Antonio Carlos Junior,11,5,0,187.96,83.91,200.66,Orthodox,1990-03-16,1.95,42,2.14,52,3.42,39,53,0.8,Leonardo Guimaraes,11,5,0,182.88,83.91,,Orthodox,1982-04-15,2.35,56,2.99,44,0,0,52,1,Antonio Carlos Junior
bantamweight,0,Decision - Majority,3,300,3,Alejandro Perez,23,9,1,167.64,61.23,170.18,Orthodox,1989-09-02,3.45,35,3.18,61,0.54,22,70,0.3,Albert Morales,7,4,1,175.26,61.23,182.88,Orthodox,1991-05-25,3.81,35,3.96,56,0.91,35,70,0.2,
welterweight,0,Decision - Split,3,300,3,Roan Carneiro,21,11,0,180.34,77.11,193.04,Orthodox,1978-06-02,1.46,46,1.82,62,3.05,42,83,1.4,Kenny Robertson,15,5,0,177.8,77.11,187.96,Orthodox,1984-02-14,3.72,47,3.02,52,1.37,26,57,0.8,Roan Carneiro
bantamweight,0,Decision - Unanimous,3,300,3,Jose Quinonez,9,5,0,172.72,61.23,175.26,Southpaw,1990-07-28,3.6,45,3,64,2.7,47,42,0.6,Joey Gomez,6,2,0,177.8,61.23,185.42,Orthodox,1986-07-21,2.44,28,4.46,55,0.62,100,50,0,Jose Quinonez
heavyweight,0,KO/TKO,2,250,3,Roy Nelson,22,14,0,182.88,119.29,185.42,Orthodox,1976-06-20,2.18,36,4.79,46,1.14,27,65,0.1,Antonio Silva,19,12,1,193.04,119.75,208.28,Orthodox,1979-09-14,2.89,45,3.09,50,0.82,29,66,0.8,Roy Nelson
featherweight,0,Decision - Unanimous,3,300,3,Renan Barao,34,9,0,167.64,65.77,177.8,Orthodox,1987-01-31,3.78,36,3.9,57,1.49,41,91,0.5,Phillipe Nover,11,8,1,175.26,65.77,182.88,Orthodox,1984-02-03,1.79,35,2.48,56,0.99,28,44,0.7,Renan Barao
welterweight,0,Submission,3,18,3,Erick Montano,7,5,0,182.88,77.11,185.42,Orthodox,1985-11-19,2.79,44,2.06,64,2.29,36,66,0,Randy Brown,20,6,0,190.5,77.11,198.12,Orthodox,1990-07-08,4.47,47,3.26,54,0.79,39,73,0.6,Randy Brown
lightweight,0,TKO - Doctor's Stoppage,3,145,3,Francisco Trinaldo,28,9,0,175.26,77.11,177.8,Southpaw,1978-08-24,3.13,45,2.67,60,0.98,42,60,0.5,Paul Felder,17,6,0,180.34,70.31,177.8,Orthodox,1984-04-25,3.7,44,3.44,48,0.29,28,64,0.2,Francisco Trinaldo
middleweight,0,Submission,1,178,3,Thiago Santos,22,11,0,187.96,92.99,193.04,Orthodox,1984-01-07,3.72,48,2.57,53,0.88,33,65,0.1,Eric Spicely,12,6,0,185.42,83.91,185.42,Orthodox,1986-09-29,3.71,45,5.72,55,1.31,20,75,1,Eric Spicely
flyweight,0,Decision - Unanimous,3,300,3,Jussier Formiga,23,8,0,165.1,56.7,170.18,Orthodox,1985-04-14,1.42,39,2.34,64,1.82,35,87,0.6,Dustin Ortiz,19,8,0,165.1,56.7,165.1,Orthodox,1988-12-25,2.94,44,2.17,56,3.01,36,52,0.1,Jussier Formiga
bantamweight,0,Decision - Unanimous,3,300,3,Rani Yahya,28,12,1,167.64,61.23,170.18,Orthodox,1984-09-12,1.71,38,2.08,50,2.73,30,29,1.8,Michinori Tanaka,11,3,0,165.1,61.23,170.18,Orthodox,1990-10-04,1.97,37,1.99,50,2.4,38,43,0.2,Rani Yahya
lightweight,0,Decision - Unanimous,3,300,3,Gilbert Burns,22,9,0,177.8,77.11,180.34,Orthodox,1986-07-20,3.15,48,3.64,52,2.12,37,53,0.5,Michel Prazeres,26,4,0,167.64,77.11,170.18,Orthodox,1981-07-25,2.38,47,2.51,57,3.94,36,47,0.6,Michel Prazeres
welterweight,0,Submission,3,237,3,Erick Silva,19,9,0,182.88,77.11,187.96,Orthodox,1984-06-21,2.5,48,4.18,49,0.85,35,56,1.4,Luan Chagas,15,3,1,182.88,77.11,190.5,Orthodox,1993-06-17,4.16,47,3.19,62,0.32,12,85,0.3,Erick Silva
featherweight,0,Submission,1,183,3,Godofredo Pepey,13,6,0,170.18,65.77,185.42,Orthodox,1987-07-02,2.32,38,3.23,47,0.37,7,35,1.5,Mike de la Torre,14,7,0,180.34,65.77,180.34,Orthodox,1986-09-22,3.21,39,4.75,51,0.36,16,83,0,Godofredo Pepey
welterweight,0,KO/TKO,1,60,3,Vicente Luque,23,11,1,180.34,77.11,190.5,Orthodox,1991-11-27,5.02,51,5.25,52,0.97,51,61,0.7,Hector Urbina,17,10,1,180.34,77.11,185.42,Orthodox,1987-09-17,0.97,38,2.44,39,0,0,38,3.8,Vicente Luque
lightweight,0,Decision - Unanimous,3,300,3,Alan Patrick,15,4,0,180.34,70.31,187.96,Southpaw,1983-07-19,1.82,40,2.95,43,3.01,33,43,0.3,Stevie Ray,23,9,0,177.8,70.31,177.8,Southpaw,1990-03-25,3.73,44,2.93,54,0.75,46,55,0.6,Alan Patrick
heavyweight,0,Decision - Unanimous,3,300,3,Fabricio Werdum,24,9,1,193.04,104.78,195.58,Orthodox,1977-07-30,3.59,52,2.64,55,1.75,31,31,1.2,Travis Browne,18,7,1,198.12,115.67,200.66,Orthodox,1982-07-17,2.93,41,4.31,42,1.21,68,75,0.2,Fabricio Werdum
heavyweight,1,KO/TKO,1,267,5,Stipe Miocic,20,5,0,193.04,108.86,203.2,Orthodox,1982-08-19,4.67,52,4.01,52,1.74,34,65,0,Alistair Overeem,47,19,0,193.04,120.2,203.2,Orthodox,1980-05-17,3.67,64,2.44,57,1.42,55,73,0.8,Stipe Miocic
lightweight,0,Decision - Unanimous,3,300,3,Glaico Franca Moreira,15,5,0,182.88,70.31,195.58,Orthodox,1991-02-28,2.35,42,3.46,47,2.68,42,76,0.3,Gregor Gillespie,14,1,0,170.18,70.31,180.34,Orthodox,1986-11-13,3.74,52,2.3,57,6.86,48,100,0.8,Gregor Gillespie
welterweight,0,Submission,1,134,3,CM Punk,0,1,0,185.42,77.11,185.42,Orthodox,1978-10-26,1.1,23,4.87,40,0.87,11,0,0,Mickey Gall,7,7,0,187.96,77.11,187.96,Switch,1992-01-22,3.5,49,4.72,49,1.15,32,37,1.6,Mickey Gall
women's bantamweight,0,Decision - Split,3,300,3,Jessica Eye,15,11,0,167.64,56.7,167.64,Orthodox,1986-07-27,3.86,37,4.19,55,0.58,40,57,0.5,Bethe Correia,11,6,1,165.1,61.23,162.56,Orthodox,1983-06-22,4.37,43,4.93,56,0.39,18,85,0,Bethe Correia
bantamweight,0,Decision - Unanimous,3,300,3,Urijah Faber,35,11,0,167.64,61.23,170.18,Orthodox,1979-05-14,2.65,40,2.59,64,1.54,30,58,0.8,Jimmie Rivera,23,5,0,162.56,61.23,172.72,Orthodox,1989-06-29,4.03,40,3.9,60,0.88,27,92,0.1,Jimmie Rivera
women's strawweight,0,Submission,1,278,3,Jessica Andrade,26,14,0,154.94,52.16,157.48,Orthodox,1991-09-25,6.39,50,5.49,54,2.21,54,71,0.3,Joanne Wood,17,8,0,167.64,56.7,165.1,Orthodox,1985-12-23,7.1,51,4.89,51,1.52,55,58,0.3,Jessica Andrade
lightweight,0,KO/TKO,2,257,3,Nik Lentz,30,12,2,172.72,65.77,172.72,Orthodox,1984-08-13,3.44,47,3.25,50,3.3,32,43,1.2,Michael McBride,8,3,0,185.42,70.31,,Orthodox,1986-03-09,4.08,48,5.85,40,1.85,42,30,1.2,Nik Lentz
lightweight,0,KO/TKO,1,105,3,Drew Dober,27,15,0,172.72,70.31,177.8,Southpaw,1988-10-19,4.36,40,4.33,51,0.66,17,56,0.1,Jason Gonzalez,11,5,0,187.96,70.31,187.96,Southpaw,1990-02-28,3.06,39,3.13,58,0,0,30,1,Drew Dober
light heavyweight,0,KO/TKO,1,13,3,Anthony Johnson,22,6,0,187.96,92.99,198.12,Orthodox,1984-03-06,3.25,47,1.83,60,2.43,57,77,0.6,Glover Teixeira,33,9,0,187.96,92.99,193.04,Orthodox,1979-10-28,3.73,49,4.43,51,2.11,33,60,0.9,Anthony Johnson
welterweight,0,KO/TKO,1,218,3,Hyun Gyu Lim,13,7,1,190.5,77.11,195.58,Orthodox,1985-01-16,4.45,41,5.07,51,0.23,100,73,0.2,Mike Perry,14,8,0,177.8,77.11,180.34,Orthodox,1991-09-15,4.32,47,5.16,52,0.81,40,78,0.2,Mike Perry
middleweight,0,Decision - Split,3,300,3,Brad Tavares,21,11,0,185.42,83.91,187.96,Orthodox,1987-12-21,3.42,43,3.28,55,0.71,26,81,0,Caio Magalhaes,10,3,0,185.42,83.91,185.42,Orthodox,1987-12-14,2.27,40,2.78,56,1.05,15,58,1.6,Brad Tavares
welterweight,0,Submission,2,49,3,Yancy Medeiros,15,8,0,177.8,70.31,190.5,Orthodox,1987-09-07,4.36,37,5.67,47,0.33,50,73,0.7,Sean Spencer,12,6,0,177.8,77.11,187.96,Orthodox,1987-06-25,4.24,32,4.02,60,0.14,33,68,0,Yancy Medeiros
welterweight,0,KO/TKO,2,122,3,Rick Story,19,9,0,175.26,77.11,180.34,Southpaw,1984-08-28,3.8,41,2.17,62,2.53,48,63,0.9,Donald Cerrone,36,17,0,185.42,70.31,185.42,Orthodox,1983-03-29,4.41,46,4.48,53,1.16,33,73,1.2,Donald Cerrone
welterweight,0,Decision - Majority,5,300,5,Nate Diaz,22,13,0,182.88,77.11,193.04,Southpaw,1985-04-16,4.57,45,3.77,52,1.05,30,41,1.3,Conor McGregor,22,6,0,175.26,70.31,187.96,Southpaw,1988-07-14,5.32,49,4.66,54,0.67,55,66,0.1,Conor McGregor
welterweight,0,KO/TKO,2,176,3,Tim Means,33,17,1,187.96,77.11,190.5,Orthodox,1984-02-20,5.04,49,3.65,60,1.14,40,64,0.2,Sabah Homasi,11,8,0,182.88,77.11,182.88,Orthodox,1988-10-19,4.98,48,6.91,47,2.8,50,66,0,Tim Means
bantamweight,0,KO/TKO,1,48,3,Cody Garbrandt,14,7,0,172.72,61.23,165.1,Orthodox,1991-07-07,2.88,39,3.64,59,0.93,27,83,0,Takeya Mizugaki,21,11,2,170.18,61.23,175.26,Orthodox,1983-12-16,3.37,37,3.27,57,1.46,57,70,0.1,Cody Garbrandt
women's strawweight,0,Submission,1,274,3,Randa Markos,11,12,1,162.56,52.16,160.02,Orthodox,1985-08-10,2.97,43,3.1,58,1.12,28,52,0.2,Cortney Casey,10,10,0,170.18,56.7,170.18,Orthodox,1987-05-05,4.29,39,4,55,0.39,31,39,0.5,Cortney Casey
featherweight,0,Decision - Unanimous,3,300,3,Artem Lobov,13,15,1,175.26,65.77,165.1,Southpaw,1986-08-11,3.52,41,4.82,50,0.39,25,52,0,Chris Avila,5,4,0,177.8,65.77,,Orthodox,1993-01-16,2.37,30,4.17,48,0,0,46,0,Artem Lobov
welterweight,0,KO/TKO,3,138,3,Colby Covington,17,5,0,180.34,77.11,182.88,Orthodox,1988-02-22,3.81,38,3.09,54,3.64,42,68,0.2,Max Griffin,20,12,0,180.34,77.11,193.04,Orthodox,1985-11-29,3.76,47,3.7,58,1.28,40,70,0.3,Colby Covington
women's bantamweight,0,Decision - Unanimous,3,300,3,Raquel Pennington,16,10,0,170.18,61.23,170.18,Orthodox,1988-09-05,4.1,49,3.32,61,0.83,27,62,0.6,Elizabeth Phillips,6,6,0,167.64,61.23,165.1,Orthodox,1986-08-20,2.6,33,3.07,58,0.75,25,53,0.2,Raquel Pennington
welterweight,0,KO/TKO,1,248,3,Neil Magny,29,14,0,190.5,77.11,203.2,Orthodox,1987-08-03,3.43,46,2.48,51,2.12,38,53,0.2,Lorenz Larkin,18,6,0,180.34,77.11,182.88,Orthodox,1986-09-03,3.53,46,2.74,63,0.27,42,79,0.1,Lorenz Larkin
heavyweight,0,Submission,3,173,5,Andrei Arlovski,34,24,0,190.5,108.86,195.58,Orthodox,1979-02-04,3.82,45,3.22,57,0.37,35,76,0.2,Josh Barnett,35,8,0,190.5,113.4,198.12,Orthodox,1977-11-10,3.2,50,2.11,57,1.26,55,55,1.4,Josh Barnett
middleweight,0,Submission,1,270,3,Alberto Uda,12,2,0,190.5,83.91,,Orthodox,1984-08-08,1.79,52,3.49,45,2.83,50,66,0,Marvin Vettori,19,8,1,182.88,83.91,187.96,Southpaw,1993-09-20,4.54,46,4.37,56,1.51,45,69,0.4,Marvin Vettori
light heavyweight,0,Decision - Unanimous,3,300,3,Alexander Gustafsson,18,8,0,195.58,92.99,200.66,Orthodox,1987-01-15,4.03,40,3.53,51,1.53,39,83,0.4,Jan Blachowicz,29,11,1,187.96,92.99,198.12,Orthodox,1983-02-24,3.44,49,3.03,52,1.03,48,69,0.3,Alexander Gustafsson
light heavyweight,0,KO/TKO,2,126,3,Ryan Bader,23,5,0,187.96,92.99,187.96,Orthodox,1983-06-07,2.82,43,1.39,71,3.37,44,80,0.4,Ilir Latifi,17,9,0,177.8,104.33,185.42,Orthodox,1982-07-28,2.05,45,2.93,56,2.11,35,100,0.3,Ryan Bader
women's bantamweight,0,KO/TKO,3,166,3,Ashlee Evans-Smith,6,6,0,172.72,61.23,170.18,Orthodox,1987-07-09,4.03,34,4.59,53,0.95,22,50,0,Veronica Hardy,9,5,1,162.56,56.7,162.56,Southpaw,1995-10-30,3.12,45,3.48,49,0.93,41,55,0.3,Ashlee Evans-Smith
welterweight,0,Decision - Unanimous,3,300,3,Peter Sobotta,17,7,1,182.88,77.11,190.5,Southpaw,1987-01-11,2.14,40,2.9,58,1.53,32,77,0.5,Nicolas Dalby,23,6,1,180.34,77.11,187.96,Orthodox,1984-11-16,4.05,43,3.69,52,0.98,27,58,0.1,Peter Sobotta
welterweight,0,Decision - Split,3,300,3,Jessin Ayari,16,6,0,182.88,70.31,185.42,Orthodox,1992-05-31,3.53,37,3.59,58,0,0,50,0.3,Jim Wallhead,29,11,0,177.8,77.11,,Orthodox,1984-03-14,3.19,26,6.65,49,0,0,100,0,Jessin Ayari
lightweight,0,Decision - Unanimous,3,300,3,Nick Hein,14,5,0,167.64,70.31,167.64,Southpaw,1984-04-24,2.65,35,3.61,59,0.86,33,83,0,Tae Hyun Bang,18,10,0,175.26,70.31,180.34,Switch,1983-04-15,2.72,38,2.07,66,0.49,33,57,0.5,Nick Hein
middleweight,0,Decision - Unanimous,3,300,3,Scott Askham,14,4,0,190.5,83.91,190.5,Southpaw,1988-05-20,3.03,46,3.52,52,0.44,18,65,0.7,Jack Hermansson,24,9,0,185.42,83.91,195.58,Orthodox,1988-06-10,5.13,45,3.7,57,1.5,29,80,0.4,Jack Hermansson
lightweight,0,KO/TKO,3,210,3,Will Brooks,18,4,0,177.8,70.31,182.88,Orthodox,1986-10-08,4.26,59,2.54,56,2.08,51,82,0.3,Alex Oliveira,22,12,1,180.34,77.11,193.04,Orthodox,1988-02-21,2.99,51,2.55,46,2.35,38,63,0.6,Alex Oliveira
heavyweight,0,Decision - Majority,3,300,3,Jarjis Danho,7,1,1,190.5,120.2,187.96,Orthodox,1983-10-15,3.38,50,5.25,49,0.51,16,100,0,Christian Colombo,8,3,1,195.58,120.2,,Orthodox,1980-07-01,2.76,44,4.02,42,0,0,33,0,
bantamweight,0,Decision - Unanimous,3,300,3,Taylor Lapilus,21,4,0,167.64,61.23,185.42,Southpaw,1992-04-08,4.59,48,2.61,62,0.27,33,77,0.3,Leandro Issa,13,6,0,170.18,61.23,175.26,Orthodox,1983-09-19,2.08,37,3.17,58,2.38,22,50,1.2,Taylor Lapilus
bantamweight,0,Decision - Split,5,300,5,John Lineker,31,9,0,160.02,61.23,170.18,Orthodox,1990-06-12,5.36,40,4.27,56,0.56,58,67,0.6,John Dodson,22,12,0,160.02,61.23,167.64,Orthodox,1984-09-26,3.2,40,3.58,61,0.71,28,82,0,John Lineker
welterweight,0,Decision - Split,3,300,3,Joshua Burkman,28,16,0,177.8,77.11,182.88,Orthodox,1980-04-10,2.69,43,3.13,51,2.53,36,72,0.3,Zak Ottow,17,7,0,180.34,77.11,182.88,Orthodox,1986-12-22,2.63,36,2.73,58,0.97,29,57,0.4,Zak Ottow
lightweight,0,Decision - Unanimous,3,300,3,Rustam Khabilov,24,4,0,172.72,70.31,185.42,Orthodox,1986-11-04,1.98,34,2.16,65,3.95,41,61,0.1,Leandro Silva,20,6,1,175.26,70.31,182.88,Orthodox,1985-11-11,2.39,48,2.08,63,1.76,37,65,0.4,Rustam Khabilov
flyweight,0,Submission,1,143,3,Louis Smolka,17,9,0,175.26,61.23,172.72,Orthodox,1991-07-16,4.67,47,4.11,53,1.69,35,32,1.8,Brandon Moreno,23,8,2,170.18,56.7,177.8,Orthodox,1993-12-07,3.96,44,3.62,60,1.51,44,64,0.4,Brandon Moreno
light heavyweight,0,Submission,2,283,3,Henrique da Silva,14,5,0,190.5,92.99,193.04,Orthodox,1989-09-01,3.89,60,5.28,40,0.25,14,22,0.2,Joachim Christensen,14,6,0,190.5,92.99,193.04,Orthodox,1978-11-07,3.78,41,3.29,46,0,0,0,0,Henrique da Silva
heavyweight,0,Decision - Split,3,300,3,Shamil Abdurakhimov,20,8,0,190.5,106.59,193.04,Orthodox,1981-09-02,2.41,44,3.02,55,1.01,23,45,0.1,Walt Harris,13,10,0,195.58,113.4,195.58,Southpaw,1983-06-10,3.05,39,3.33,54,0.29,28,70,0.1,Shamil Abdurakhimov
light heavyweight,0,Decision - Unanimous,3,300,3,Jonathan Wilson,7,3,0,187.96,92.99,190.5,Southpaw,1987-07-17,2.92,48,5.65,56,0.37,100,80,0,Ion Cutelaba,19,11,1,185.42,92.99,190.5,Southpaw,1993-12-14,4.26,43,3.34,47,3.77,49,75,0.1,Ion Cutelaba
featherweight,0,Decision - Unanimous,3,300,3,Hacran Dias,23,6,1,172.72,70.31,175.26,Orthodox,1984-06-16,2.08,41,3.31,55,2.5,39,76,0.5,Andre Fili,24,12,0,180.34,65.77,187.96,Orthodox,1990-06-25,3.84,37,4.15,51,2.17,44,70,0.2,Andre Fili
heavyweight,0,KO/TKO,2,122,3,Cody East,12,3,0,190.5,111.13,,Orthodox,1988-06-29,4.15,43,7.32,40,3.97,100,16,0,Curtis Blaydes,19,5,0,193.04,120.2,203.2,Orthodox,1991-02-18,3.56,50,2,58,5.38,48,31,0,Curtis Blaydes
welterweight,0,Decision - Unanimous,3,300,3,Keita Nakamura,34,10,2,180.34,77.11,185.42,Southpaw,1984-05-22,2.23,36,3.2,58,1.65,48,63,0.3,Elizeu Zaleski dos Santos,25,9,1,180.34,77.11,185.42,Orthodox,1986-12-11,4.26,41,3.52,56,0.75,20,68,0.5,Elizeu Zaleski dos Santos
middleweight,0,KO/TKO,2,284,3,Nate Marquardt,35,19,2,182.88,83.91,187.96,Orthodox,1979-04-20,2.71,49,2.32,55,1.87,51,70,0.8,Tamdan McCrory,14,5,0,193.04,83.91,193.04,Switch,1986-11-05,2.07,49,1.6,46,2.28,50,33,2.5,Nate Marquardt
women's bantamweight,0,Decision - Split,3,300,3,Kelly Faszholz,4,2,0,172.72,61.23,,Orthodox,1985-04-09,4.01,48,3.61,52,0,0,44,0,Ketlen Vieira,15,4,0,172.72,61.23,172.72,Orthodox,1991-08-26,2.84,41,3.72,51,1.28,43,90,0.5,Ketlen Vieira
women's strawweight,0,Decision - Split,3,300,3,Rose Namajunas,15,7,0,165.1,56.7,165.1,Orthodox,1992-06-29,3.6,41,3.38,63,1.49,50,62,0.4,Karolina Kowalkiewicz,16,9,0,160.02,52.16,162.56,Orthodox,1985-10-15,5.54,43,5.51,57,0.31,22,74,0.2,Karolina Kowalkiewicz
welterweight,1,KO/TKO,1,132,5,Robbie Lawler,30,16,0,180.34,77.11,187.96,Southpaw,1982-03-20,3.85,47,4.67,59,0.65,64,65,0,Tyron Woodley,19,7,1,175.26,77.11,187.96,Orthodox,1982-04-07,2.36,48,2.76,54,1.06,40,87,0.4,Tyron Woodley
welterweight,0,KO/TKO,1,106,3,Matt Brown,26,19,0,182.88,77.11,190.5,Orthodox,1981-01-10,3.76,55,2.92,55,1.68,46,63,1.3,Jake Ellenberger,31,15,0,175.26,77.11,180.34,Orthodox,1985-03-28,2.47,39,2.83,60,2.04,47,86,0.4,Jake Ellenberger
flyweight,0,Decision - Split,3,300,3,Ryan Benoit,10,8,0,165.1,56.7,172.72,Orthodox,1989-08-25,2.88,39,3.65,58,0.28,22,72,0.4,Fredy Serrano,3,2,0,160.02,56.7,165.1,Orthodox,1979-09-22,1.58,26,1.89,61,2.84,25,84,0,Ryan Benoit
bantamweight,0,Decision - Unanimous,3,300,3,Francisco Rivera,11,7,0,172.72,61.23,177.8,Orthodox,1981-10-08,4.07,41,3.16,68,1.01,63,68,0.6,Erik Perez,17,6,0,172.72,61.23,172.72,Orthodox,1989-11-19,3.16,40,2.09,66,3.16,55,69,0.2,Erik Perez
heavyweight,0,KO/TKO,1,14,3,Anthony Hamilton,15,9,0,195.58,117.93,193.04,Orthodox,1980-04-14,3.91,65,3.02,45,2.62,42,78,0,Damian Grabowski,20,5,0,185.42,109.32,190.5,Orthodox,1980-05-12,4,36,7.65,51,0,0,0,0,Anthony Hamilton
welterweight,0,Decision - Unanimous,3,300,3,Ross Pearson,20,16,0,172.72,70.31,175.26,Orthodox,1984-09-26,3.68,40,4.09,62,0.74,35,75,0,Jorge Masvidal,35,17,0,180.34,77.11,187.96,Orthodox,1984-11-12,4.05,47,3.05,64,1.38,59,72,0.3,Jorge Masvidal
flyweight,0,Submission,1,109,3,Wilson Reis,23,10,0,162.56,56.7,165.1,Southpaw,1985-01-06,1.83,29,3.04,55,5.15,42,47,0.6,Hector Sandoval,14,4,0,157.48,56.7,162.56,Orthodox,1986-07-19,3.31,52,2.33,65,3.49,25,71,1.4,Wilson Reis
light heavyweight,0,KO/TKO,2,40,3,Nikita Krylov,30,10,0,190.5,92.99,195.58,Orthodox,1992-03-07,4.33,54,2.49,44,2.24,38,53,1.4,Ed Herman,27,16,0,185.42,92.99,195.58,Orthodox,1980-10-02,3.31,48,3.71,42,1.96,47,59,1,Nikita Krylov
welterweight,0,Decision - Majority,3,300,3,Michael Graves,6,0,1,177.8,77.11,180.34,Orthodox,1991-01-08,1.25,54,1.47,58,4.8,52,66,0.4,Bojan Velickovic,15,6,1,182.88,77.11,193.04,Southpaw,1988-12-18,2.18,34,2.31,57,0.67,25,55,0.5,
